"method","station","date","time","batch.date.x","species","fork.length","total.length","standard.length","weight","mark.type","life.stage","mort","release.id","count","calendar.year","water.year","method.code","batch.date.y","weather.code","water.temperature","turbidity","water.velocity","dissolved.oxygen","electrical.conductivity"
"RSTR","ST040X",2006-04-29,08:15:00,2006-04-29,"Chinook salmon",92,100,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-04-29,"CLR",50.4,1.39,3.95,12.12,NA
"RSTR","ST040X",2006-04-29,08:15:00,2006-04-29,"Chinook salmon",NA,NA,NA,NA,"CWT","n/p","No","CDFG-2006",85,2006,2006,"RSTR",2006-04-29,"CLR",50.4,1.39,3.95,12.12,NA
"RSTR","ST040X",2006-04-29,19:45:00,2006-04-30,"Chinook salmon",NA,NA,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-04-30,"NIT",NA,NA,NA,NA,NA
"RSTR","ST040X",2006-04-30,08:15:00,2006-04-30,"Chinook salmon",73,79,NA,NA,"CWT","3","No","CDFG-2006",2,2006,2006,"RSTR",2006-04-30,"CLR",50.2,1.62,5.1,12.3,NA
"RSTR","ST040X",2006-04-30,08:15:00,2006-04-30,"Chinook salmon",78,85,NA,NA,"CWT","3","No","CDFG-2006",2,2006,2006,"RSTR",2006-04-30,"CLR",50.2,1.62,5.1,12.3,NA
"RSTR","ST040X",2006-04-30,08:15:00,2006-04-30,"Chinook salmon",67,74,NA,NA,"CWT","3","No","CDFG-2006",1,2006,2006,"RSTR",2006-04-30,"CLR",50.2,1.62,5.1,12.3,NA
"RSTR","ST040X",2006-04-30,08:15:00,2006-04-30,"Chinook salmon",70,76,NA,NA,"CWT","3","No","CDFG-2006",1,2006,2006,"RSTR",2006-04-30,"CLR",50.2,1.62,5.1,12.3,NA
"RSTR","ST040X",2006-04-30,08:15:00,2006-04-30,"Chinook salmon",70,77,NA,NA,"CWT","3","No","CDFG-2006",1,2006,2006,"RSTR",2006-04-30,"CLR",50.2,1.62,5.1,12.3,NA
"RSTR","ST040X",2006-04-30,08:15:00,2006-04-30,"Chinook salmon",75,81,NA,NA,"CWT","3","No","CDFG-2006",1,2006,2006,"RSTR",2006-04-30,"CLR",50.2,1.62,5.1,12.3,NA
"RSTR","ST040X",2006-04-30,08:15:00,2006-04-30,"Chinook salmon",81,88,NA,NA,"CWT","3","No","CDFG-2006",1,2006,2006,"RSTR",2006-04-30,"CLR",50.2,1.62,5.1,12.3,NA
"RSTR","ST040X",2006-04-30,08:15:00,2006-04-30,"Chinook salmon",82,89,NA,NA,"CWT","3","No","CDFG-2006",1,2006,2006,"RSTR",2006-04-30,"CLR",50.2,1.62,5.1,12.3,NA
"RSTR","ST040X",2006-04-30,08:15:00,2006-04-30,"Chinook salmon",83,90,NA,NA,"CWT","3","No","CDFG-2006",1,2006,2006,"RSTR",2006-04-30,"CLR",50.2,1.62,5.1,12.3,NA
"RSTR","ST040X",2006-04-30,08:15:00,2006-04-30,"Chinook salmon",83,90,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-04-30,"CLR",50.2,1.62,5.1,12.3,NA
"RSTR","ST040X",2006-04-30,08:15:00,2006-04-30,"Chinook salmon",85,90,NA,NA,"CWT","3","No","CDFG-2006",1,2006,2006,"RSTR",2006-04-30,"CLR",50.2,1.62,5.1,12.3,NA
"RSTR","ST040X",2006-04-30,08:15:00,2006-04-30,"Chinook salmon",87,93,NA,NA,"CWT","3","No","CDFG-2006",1,2006,2006,"RSTR",2006-04-30,"CLR",50.2,1.62,5.1,12.3,NA
"RSTR","ST040X",2006-05-01,08:15:00,2006-05-01,"Chinook salmon",66,71,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-01,"CLR",50.7,1.17,4.11,11.93,NA
"RSTR","ST040X",2006-05-01,08:15:00,2006-05-01,"Chinook salmon",68,73,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-01,"CLR",50.7,1.17,4.11,11.93,NA
"RSTR","ST040X",2006-05-01,08:15:00,2006-05-01,"Chinook salmon",75,80,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-01,"CLR",50.7,1.17,4.11,11.93,NA
"RSTR","ST040X",2006-05-01,08:15:00,2006-05-01,"Chinook salmon",75,81,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-01,"CLR",50.7,1.17,4.11,11.93,NA
"RSTR","ST040X",2006-05-01,08:15:00,2006-05-01,"Chinook salmon",80,87,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-01,"CLR",50.7,1.17,4.11,11.93,NA
"RSTR","ST040X",2006-05-01,08:15:00,2006-05-01,"Chinook salmon",82,90,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-01,"CLR",50.7,1.17,4.11,11.93,NA
"RSTR","ST040X",2006-05-01,08:15:00,2006-05-01,"Chinook salmon",94,100,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-01,"CLR",50.7,1.17,4.11,11.93,NA
"RSTR","ST040X",2006-05-02,08:30:00,2006-05-02,"Chinook salmon",78,83,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-02,"CLR",52,1.16,5.03,NA,NA
"RSTR","ST040X",2006-05-03,08:15:00,2006-05-03,"Chinook salmon",71,76,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-03,"CLR",50,1.34,3.9,NA,NA
"RSTR","ST040X",2006-05-03,08:15:00,2006-05-03,"Chinook salmon",75,81,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-03,"CLR",50,1.34,3.9,NA,NA
"RSTR","ST040X",2006-05-03,08:15:00,2006-05-03,"Chinook salmon",76,81,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-03,"CLR",50,1.34,3.9,NA,NA
"RSTR","ST040X",2006-05-03,08:15:00,2006-05-03,"Chinook salmon",78,83,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-03,"CLR",50,1.34,3.9,NA,NA
"RSTR","ST040X",2006-05-03,08:15:00,2006-05-03,"Chinook salmon",80,87,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-03,"CLR",50,1.34,3.9,NA,NA
"RSTR","ST040X",2006-05-03,08:15:00,2006-05-03,"Chinook salmon",83,89,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-03,"CLR",50,1.34,3.9,NA,NA
"RSTR","ST040X",2006-05-04,22:30:00,2006-05-05,"Chinook salmon",75,NA,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-05,"NIT",NA,NA,NA,NA,NA
"RSTR","ST040X",2006-05-04,08:00:00,2006-05-04,"Chinook salmon",88,95,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-04,"CLR",NA,1.45,4.95,NA,NA
"RSTR","ST040X",2006-05-05,08:15:00,2006-05-05,"Chinook salmon",71,NA,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-05,"CLR",50.4,1.43,6.28,12.07,NA
"RSTR","ST040X",2006-05-05,08:15:00,2006-05-05,"Chinook salmon",89,NA,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-05,"CLR",50.4,1.43,6.28,12.07,NA
"RSTR","ST040X",2006-05-06,08:45:00,2006-05-06,"Chinook salmon",84,92,NA,NA,"CWT","5","No","CDFG-2006",2,2006,2006,"RSTR",2006-05-06,"CLR",50.3,2,5.4,12.04,NA
"RSTR","ST040X",2006-05-06,18:30:00,2006-05-07,"Chinook salmon",70,76,NA,NA,"CWT","n/p","Yes","CDFG-2006",1,2006,2006,"RSTR",2006-05-07,"NIT",NA,NA,NA,NA,NA
"RSTR","ST040X",2006-05-06,08:45:00,2006-05-06,"Chinook salmon",72,78,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-06,"CLR",50.3,2,5.4,12.04,NA
"RSTR","ST040X",2006-05-06,08:45:00,2006-05-06,"Chinook salmon",78,84,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-06,"CLR",50.3,2,5.4,12.04,NA
"RSTR","ST040X",2006-05-06,08:45:00,2006-05-06,"Chinook salmon",80,86,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-06,"CLR",50.3,2,5.4,12.04,NA
"RSTR","ST040X",2006-05-06,08:45:00,2006-05-06,"Chinook salmon",80,88,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-06,"CLR",50.3,2,5.4,12.04,NA
"RSTR","ST040X",2006-05-06,08:45:00,2006-05-06,"Chinook salmon",82,90,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-06,"CLR",50.3,2,5.4,12.04,NA
"RSTR","ST040X",2006-05-06,08:45:00,2006-05-06,"Chinook salmon",84,91,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-06,"CLR",50.3,2,5.4,12.04,NA
"RSTR","ST040X",2006-05-06,08:45:00,2006-05-06,"Chinook salmon",85,92,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-06,"CLR",50.3,2,5.4,12.04,NA
"RSTR","ST040X",2006-05-06,08:45:00,2006-05-06,"Chinook salmon",85,93,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-06,"CLR",50.3,2,5.4,12.04,NA
"RSTR","ST040X",2006-05-06,08:45:00,2006-05-06,"Chinook salmon",86,93,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-06,"CLR",50.3,2,5.4,12.04,NA
"RSTR","ST040X",2006-05-07,09:45:00,2006-05-07,"Chinook salmon",81,88,NA,NA,"CWT","5","No","CDFG-2006",2,2006,2006,"RSTR",2006-05-07,"CLR",50.6,2.43,5.28,11.98,NA
"RSTR","ST040X",2006-05-07,09:45:00,2006-05-07,"Chinook salmon",85,92,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-07,"CLR",50.6,2.43,5.28,11.98,NA
"RSTR","ST040X",2006-05-07,09:45:00,2006-05-07,"Chinook salmon",90,97,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-07,"CLR",50.6,2.43,5.28,11.98,NA
"RSTR","ST040X",2006-05-07,09:45:00,2006-05-07,"Chinook salmon",91,98,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-07,"CLR",50.6,2.43,5.28,11.98,NA
"RSTR","ST040X",2006-05-08,08:45:00,2006-05-08,"Chinook salmon",85,NA,NA,NA,"CWT","n/p","No","CDFG-2006",2,2006,2006,"RSTR",2006-05-08,"CLR",51.1,4.32,5.51,11.87,NA
"RSTR","ST040X",2006-05-08,08:45:00,2006-05-08,"Chinook salmon",73,NA,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-08,"CLR",51.1,4.32,5.51,11.87,NA
"RSTR","ST040X",2006-05-08,08:45:00,2006-05-08,"Chinook salmon",75,NA,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-08,"CLR",51.1,4.32,5.51,11.87,NA
"RSTR","ST040X",2006-05-08,08:45:00,2006-05-08,"Chinook salmon",79,NA,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-08,"CLR",51.1,4.32,5.51,11.87,NA
"RSTR","ST040X",2006-05-08,08:45:00,2006-05-08,"Chinook salmon",90,NA,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-08,"CLR",51.1,4.32,5.51,11.87,NA
"RSTR","ST040X",2006-05-09,08:15:00,2006-05-09,"Chinook salmon",72,78,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-09,"CLR",51,1.64,5.42,NA,NA
"RSTR","ST040X",2006-05-09,08:15:00,2006-05-09,"Chinook salmon",75,81,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-09,"CLR",51,1.64,5.42,NA,NA
"RSTR","ST040X",2006-05-09,08:15:00,2006-05-09,"Chinook salmon",78,85,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-09,"CLR",51,1.64,5.42,NA,NA
"RSTR","ST040X",2006-05-09,08:15:00,2006-05-09,"Chinook salmon",80,87,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-09,"CLR",51,1.64,5.42,NA,NA
"RSTR","ST040X",2006-05-09,08:15:00,2006-05-09,"Chinook salmon",82,88,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-09,"CLR",51,1.64,5.42,NA,NA
"RSTR","ST040X",2006-05-09,08:15:00,2006-05-09,"Chinook salmon",83,88,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-09,"CLR",51,1.64,5.42,NA,NA
"RSTR","ST040X",2006-05-09,08:15:00,2006-05-09,"Chinook salmon",83,89,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-09,"CLR",51,1.64,5.42,NA,NA
"RSTR","ST040X",2006-05-09,08:15:00,2006-05-09,"Chinook salmon",88,94,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-09,"CLR",51,1.64,5.42,NA,NA
"RSTR","ST040X",2006-05-09,08:15:00,2006-05-09,"Chinook salmon",88,96,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-09,"CLR",51,1.64,5.42,NA,NA
"RSTR","ST040X",2006-05-09,08:15:00,2006-05-09,"Chinook salmon",90,98,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-09,"CLR",51,1.64,5.42,NA,NA
"RSTR","ST040X",2006-05-09,08:15:00,2006-05-09,"Chinook salmon",95,102,NA,NA,"CWT","5","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-09,"CLR",51,1.64,5.42,NA,NA
"RSTR","ST040X",2006-05-10,10:45:00,2006-05-10,"Chinook salmon",83,90,NA,NA,"CWT","n/p","No","CDFG-2006",2,2006,2006,"RSTR",2006-05-10,"CLR",51.7,2.35,5.83,12.1,NA
"RSTR","ST040X",2006-05-10,10:45:00,2006-05-10,"Chinook salmon",85,92,NA,NA,"CWT","n/p","No","CDFG-2006",2,2006,2006,"RSTR",2006-05-10,"CLR",51.7,2.35,5.83,12.1,NA
"RSTR","ST040X",2006-05-10,10:45:00,2006-05-10,"Chinook salmon",73,80,NA,NA,"CWT","n/p","Yes","CDFG-2006",1,2006,2006,"RSTR",2006-05-10,"CLR",51.7,2.35,5.83,12.1,NA
"RSTR","ST040X",2006-05-10,10:45:00,2006-05-10,"Chinook salmon",77,84,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-10,"CLR",51.7,2.35,5.83,12.1,NA
"RSTR","ST040X",2006-05-10,10:45:00,2006-05-10,"Chinook salmon",78,83,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-10,"CLR",51.7,2.35,5.83,12.1,NA
"RSTR","ST040X",2006-05-10,10:45:00,2006-05-10,"Chinook salmon",79,85,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-10,"CLR",51.7,2.35,5.83,12.1,NA
"RSTR","ST040X",2006-05-10,10:45:00,2006-05-10,"Chinook salmon",80,88,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-10,"CLR",51.7,2.35,5.83,12.1,NA
"RSTR","ST040X",2006-05-10,10:45:00,2006-05-10,"Chinook salmon",82,89,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-10,"CLR",51.7,2.35,5.83,12.1,NA
"RSTR","ST040X",2006-05-10,10:45:00,2006-05-10,"Chinook salmon",83,89,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-10,"CLR",51.7,2.35,5.83,12.1,NA
"RSTR","ST040X",2006-05-10,10:45:00,2006-05-10,"Chinook salmon",83,89,NA,NA,"CWT","n/p","Yes","CDFG-2006",1,2006,2006,"RSTR",2006-05-10,"CLR",51.7,2.35,5.83,12.1,NA
"RSTR","ST040X",2006-05-10,10:45:00,2006-05-10,"Chinook salmon",87,95,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-10,"CLR",51.7,2.35,5.83,12.1,NA
"RSTR","ST040X",2006-05-10,10:45:00,2006-05-10,"Chinook salmon",90,97,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-10,"CLR",51.7,2.35,5.83,12.1,NA
"RSTR","ST040X",2006-05-10,10:45:00,2006-05-10,"Chinook salmon",91,100,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-10,"CLR",51.7,2.35,5.83,12.1,NA
"RSTR","ST040X",2006-05-11,08:00:00,2006-05-11,"Chinook salmon",82,NA,NA,NA,"CWT","n/p","No","CDFG-2006",3,2006,2006,"RSTR",2006-05-11,"CLR",51,1.38,4.82,NA,NA
"RSTR","ST040X",2006-05-11,08:00:00,2006-05-11,"Chinook salmon",87,NA,NA,NA,"CWT","n/p","No","CDFG-2006",3,2006,2006,"RSTR",2006-05-11,"CLR",51,1.38,4.82,NA,NA
"RSTR","ST040X",2006-05-11,08:00:00,2006-05-11,"Chinook salmon",84,NA,NA,NA,"CWT","n/p","No","CDFG-2006",2,2006,2006,"RSTR",2006-05-11,"CLR",51,1.38,4.82,NA,NA
"RSTR","ST040X",2006-05-11,08:00:00,2006-05-11,"Chinook salmon",79,NA,NA,NA,"CWT","n/p","No","CDFG-2006",1,2006,2006,"RSTR",2006-05-11,"CLR",51,1.38,4.82,NA,NA
