"date","trap.visit.id","station","turbidity","water.vel","dissolved.oxygen","water.depth","environmental.comments","calendar.year","water.year"
2014-01-29,365,"North Channel 8.1",1.11,1.08,11.91,NA,NA,2014,2014
2014-01-30,367,"North Channel 8.1",1.81,0.96,11.87,NA,NA,2014,2014
2014-01-31,368,"North Channel 8.1",3.18,1.15,12.31,NA,NA,2014,2014
2014-02-01,371,"North Channel 8.1",2.19,1,12.24,NA,NA,2014,2014
2014-02-02,372,"North Channel 8.1",1.24,0.98,12.5,NA,NA,2014,2014
2014-02-03,373,"North Channel 8.1",2.42,1.01,12.76,NA,NA,2014,2014
2014-02-04,374,"North Channel 8.1",1.41,0.96,12.27,NA,NA,2014,2014
2014-02-05,375,"North Channel 8.1",0.98,0.93,12.58,NA,NA,2014,2014
2014-02-06,376,"North Channel 8.1",12.36,1.08,12.36,NA,NA,2014,2014
2014-02-07,377,"North Channel 8.1",1.34,1.03,12.28,NA,NA,2014,2014
2014-02-08,378,"North Channel 8.1",2.38,1.17,11.42,NA,NA,2014,2014
2014-02-09,379,"North Channel 8.1",10.11,0.63,10.85,NA,NA,2014,2014
2014-02-10,380,"North Channel 8.1",3.61,1.12,11.28,NA,NA,2014,2014
2014-02-11,381,"North Channel 8.1",2.34,1.12,11.25,NA,NA,2014,2014
2014-02-12,405,"North Channel 8.1",1.7,1.14,11.68,NA,NA,2014,2014
2014-02-13,406,"North Channel 8.1",2.53,1.16,10.96,NA,NA,2014,2014
2014-02-14,407,"North Channel 8.1",2.5,1.11,10.52,NA,NA,2014,2014
2014-02-15,408,"North Channel 8.1",2.83,0.99,10.62,NA,NA,2014,2014
2014-02-16,409,"North Channel 8.1",2.53,1.09,11.34,NA,NA,2014,2014
2014-02-17,410,"North Channel 8.1",2.79,1.17,11.16,NA,NA,2014,2014
2014-02-18,411,"North Channel 8.1",3.31,1.13,10.22,NA,NA,2014,2014
2014-02-19,412,"North Channel 8.1",3.26,1.09,10.55,NA,NA,2014,2014
2014-02-20,413,"North Channel 8.1",3.57,1.14,11.29,NA,NA,2014,2014
2014-02-21,414,"North Channel 8.1",2.6,1.05,11.6,NA,NA,2014,2014
2014-02-22,415,"North Channel 8.1",2.27,1.08,11.49,NA,NA,2014,2014
2014-02-23,416,"North Channel 8.1",2.94,1.1,11.47,NA,NA,2014,2014
2014-02-24,417,"North Channel 8.1",2.46,1.07,11.67,NA,NA,2014,2014
2014-02-25,418,"North Channel 8.1",3.07,1.05,11.26,NA,NA,2014,2014
2014-02-26,419,"North Channel 8.1",2.53,1.13,10.9,NA,NA,2014,2014
2014-02-27,420,"North Channel 8.1",4.6,1.09,11.17,NA,NA,2014,2014
2014-02-28,421,"North Channel 8.1",4.95,0.74,11.09,NA,NA,2014,2014
2014-03-01,427,"North Channel 8.1",11.99,1.17,10.72,NA,NA,2014,2014
2014-03-02,428,"North Channel 8.1",3.94,NA,10.68,NA,"No velocity; lost flow meter stick.",2014,2014
2014-03-03,429,"North Channel 8.1",2.96,1.14,11.13,NA,NA,2014,2014
2014-03-04,430,"North Channel 8.1",3.28,1.09,11.13,NA,NA,2014,2014
2014-03-05,431,"North Channel 8.1",3.28,1.08,10.75,NA,NA,2014,2014
2014-03-06,432,"North Channel 8.1",5.59,1.16,11.41,NA,NA,2014,2014
2014-03-07,433,"North Channel 8.1",4.14,1.21,10.86,NA,NA,2014,2014
2014-03-08,434,"North Channel 8.1",3.26,1.04,11.03,NA,NA,2014,2014
2014-03-09,435,"North Channel 8.1",2.84,1.13,10.56,NA,NA,2014,2014
2014-03-10,436,"North Channel 8.1",2.23,1.14,11.05,NA,NA,2014,2014
2014-03-11,437,"North Channel 8.1",2.83,1.13,10.93,NA,NA,2014,2014
2014-03-12,472,"North Channel 8.1",1.81,1.1,10.68,NA,NA,2014,2014
2014-03-13,473,"North Channel 8.1",1.64,1.29,11.3,NA,NA,2014,2014
2014-03-14,474,"North Channel 8.1",1.9,1.21,10.51,NA,NA,2014,2014
2014-03-15,475,"North Channel 8.1",1.63,1.18,11.15,NA,NA,2014,2014
2014-03-16,476,"North Channel 8.1",2.02,1.26,10.9,NA,NA,2014,2014
2014-03-17,477,"North Channel 8.1",2.46,1.24,10.82,NA,NA,2014,2014
2014-03-18,478,"North Channel 8.1",2.49,1.2,10.93,NA,NA,2014,2014
2014-03-19,479,"North Channel 8.1",1.65,1.22,10.78,NA,NA,2014,2014
2014-03-20,480,"North Channel 8.1",1.86,1.21,11.65,NA,NA,2014,2014
2014-03-21,481,"North Channel 8.1",2.79,1.38,10.8,NA,NA,2014,2014
2014-03-22,482,"North Channel 8.1",1.56,1.27,10.53,NA,NA,2014,2014
2014-03-23,483,"North Channel 8.1",2.26,1.25,10.54,NA,NA,2014,2014
2014-03-24,484,"North Channel 8.1",2.3,1.23,10.56,NA,NA,2014,2014
2014-03-25,485,"North Channel 8.1",2.34,1.07,10.65,NA,NA,2014,2014
2014-03-26,486,"North Channel 8.1",2.07,1.16,10.42,NA,NA,2014,2014
2014-03-26,487,"North Channel 8.1",2.32,1.35,11.69,NA,NA,2014,2014
2014-03-27,489,"North Channel 8.1",1.94,1.3,11.82,NA,NA,2014,2014
2014-03-27,488,"North Channel 8.1",2.03,1.23,10.83,NA,NA,2014,2014
2014-03-28,491,"North Channel 8.1",1.78,1.23,11.73,NA,NA,2014,2014
2014-03-28,490,"North Channel 8.1",1.37,1.29,10.81,NA,NA,2014,2014
2014-03-30,492,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2014,2014
2014-03-31,494,"North Channel 8.1",1.57,1.29,11.78,208,NA,2014,2014
2014-03-31,493,"North Channel 8.1",2.48,1.21,10.55,NA,NA,2014,2014
2014-04-01,516,"North Channel 8.1",5.98,1.15,11.34,224,NA,2014,2014
2014-04-01,515,"North Channel 8.1",5.82,1.17,10.8,213,NA,2014,2014
2014-04-02,517,"North Channel 8.1",5.79,1.21,10.81,196,NA,2014,2014
2014-04-02,518,"North Channel 8.1",4.19,1.21,11.78,174,NA,2014,2014
2014-04-03,519,"North Channel 8.1",2.45,1.21,10.49,182,NA,2014,2014
2014-04-03,520,"North Channel 8.1",2.55,1.23,12.13,177,NA,2014,2014
2014-04-04,521,"North Channel 8.1",3.45,1.23,10.61,182,NA,2014,2014
2014-04-06,522,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2014,2014
2014-04-07,525,"North Channel 8.1",1.73,1.21,12.3,177,NA,2014,2014
2014-04-07,523,"North Channel 8.1",1.94,1.21,10.47,176,NA,2014,2014
2014-04-08,529,"North Channel 8.1",1.49,1.1,12.53,179,NA,2014,2014
2014-04-08,528,"North Channel 8.1",1.7,1.26,9.9,180,NA,2014,2014
2014-04-09,530,"North Channel 8.1",1.41,1.24,10.32,178,NA,2014,2014
2014-04-09,531,"North Channel 8.1",1.98,1.07,12.34,177,NA,2014,2014
2014-04-10,533,"North Channel 8.1",1.07,1.06,12.7,176,NA,2014,2014
2014-04-10,532,"North Channel 8.1",2.09,1.23,10.35,178,NA,2014,2014
2014-04-11,534,"North Channel 8.1",1.4,1.21,10.3,183,NA,2014,2014
2014-04-13,535,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2014,2014
2014-04-14,536,"North Channel 8.1",1.9,1.27,10.78,180,NA,2014,2014
2014-04-15,537,"North Channel 8.1",1.97,1.15,11,182,NA,2014,2014
2014-04-16,538,"North Channel 8.1",1.8,1.14,10.54,177,NA,2014,2014
2014-04-17,539,"North Channel 8.1",2.6,1.24,10.42,182,NA,2014,2014
2014-04-18,540,"North Channel 8.1",2.03,1.21,10.23,180,NA,2014,2014
2014-04-20,541,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2014,2014
2014-04-21,542,"North Channel 8.1",1.94,1.29,10.15,182,NA,2014,2014
2014-04-21,543,"North Channel 8.1",1.56,1.17,12.43,177,NA,2014,2014
2014-04-22,545,"North Channel 8.1",5.99,1.13,11.61,258,NA,2014,2014
2014-04-22,544,"North Channel 8.1",4.44,1.2,10.37,260,NA,2014,2014
2014-04-23,547,"North Channel 8.1",3.64,1.25,11.9,255,NA,2014,2014
2014-04-23,546,"North Channel 8.1",2.72,1.2,10.26,265,NA,2014,2014
2014-04-24,549,"North Channel 8.1",3.32,1.22,12.17,256,NA,2014,2014
2014-04-24,548,"North Channel 8.1",3.22,1.24,10.42,255,NA,2014,2014
2014-04-25,550,"North Channel 8.1",2.69,1.19,10.24,247,NA,2014,2014
2014-04-26,551,"North Channel 8.1",2.92,1.22,11.25,221,NA,2014,2014
2014-04-27,552,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2014,2014
2014-04-28,553,"North Channel 8.1",1.96,1.14,10.87,213,NA,2014,2014
2014-04-29,554,"North Channel 8.1",3.65,1.2,10.35,216,NA,2014,2014
2014-04-29,555,"North Channel 8.1",2.33,1.23,11.92,220,NA,2014,2014
2014-04-30,557,"North Channel 8.1",2.05,1.26,11.75,220,NA,2014,2014
2014-04-30,556,"North Channel 8.1",2.2,1.16,9.88,220,NA,2014,2014
2014-05-01,589,"North Channel 8.1",2.41,1.22,10.26,218,NA,2014,2014
2014-05-01,590,"North Channel 8.1",2.27,1.2,12.07,218,NA,2014,2014
2014-05-02,591,"North Channel 8.1",2.41,1.22,10.19,221,NA,2014,2014
2014-05-04,592,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2014,2014
2014-05-05,593,"North Channel 8.1",1.91,1.17,10.18,220,NA,2014,2014
2014-05-06,594,"North Channel 8.1",2.84,1.14,9.9,222,NA,2014,2014
2014-05-06,595,"North Channel 8.1",1.76,1.17,10.6,220,NA,2014,2014
2014-05-07,596,"North Channel 8.1",1.83,1.12,8.97,217,NA,2014,2014
2014-05-07,597,"North Channel 8.1",1.22,1.12,10.64,220,NA,2014,2014
2014-05-08,598,"North Channel 8.1",1.86,1.17,9.43,225,NA,2014,2014
2014-05-08,599,"North Channel 8.1",1.55,1.13,10.57,224,NA,2014,2014
2014-05-09,600,"North Channel 8.1",1.85,1.17,9.48,225,NA,2014,2014
2014-05-11,601,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2014,2014
2014-05-12,602,"North Channel 8.1",2.58,1.17,9.03,220,NA,2014,2014
2014-05-13,603,"North Channel 8.1",2.23,1.15,9.04,224,NA,2014,2014
2014-05-14,605,"North Channel 8.1",2.48,1.19,10.86,226,NA,2014,2014
2014-05-14,604,"North Channel 8.1",1.77,1.15,9.53,220,NA,2014,2014
2014-05-15,607,"North Channel 8.1",1.25,1.21,10.94,228,NA,2014,2014
2014-05-15,606,"North Channel 8.1",1.89,1.16,8.96,220,NA,2014,2014
2014-05-16,608,"North Channel 8.1",3.55,1.01,9.12,238,NA,2014,2014
2014-05-18,609,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2014,2014
2014-05-19,611,"North Channel 8.1",2.33,1.17,10.72,267,NA,2014,2014
2014-05-19,610,"North Channel 8.1",3.04,1.11,9.16,NA,NA,2014,2014
2014-05-20,612,"North Channel 8.1",2.71,1.11,9.32,264,NA,2014,2014
2014-05-20,613,"North Channel 8.1",2.45,1.18,11.33,264,NA,2014,2014
2014-05-21,614,"North Channel 8.1",2.38,1.1,9.18,268,NA,2014,2014
2014-05-22,627,"North Channel 8.1",1.79,1.18,9.33,265,NA,2014,2014
2014-05-23,630,"North Channel 8.1",1.78,1.14,9.42,265,NA,2014,2014
2015-01-08,631,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2015,2015
2015-01-09,632,"North Channel 8.1",1.44,0.62,NA,200,"No DO measurement: DO meter not calibrated.",2015,2015
2015-01-10,633,"North Channel 8.1",1.87,1.38,NA,192,"No DO measurement: DO meter not calibrated",2015,2015
2015-01-11,637,"North Channel 8.1",1.47,1.69,NA,218,"No DO measurement: DO meter not calibrated",2015,2015
2015-01-12,642,"North Channel 8.1",1.37,1.25,10.06,232,NA,2015,2015
2015-01-13,645,"North Channel 8.1",1.33,1.34,10.35,224,NA,2015,2015
2015-01-14,646,"North Channel 8.1",1.05,1.1,10.1,224,NA,2015,2015
2015-01-15,648,"North Channel 8.1",1.27,1.44,10.42,229,NA,2015,2015
2015-01-16,649,"North Channel 8.1",1.24,1.43,10.75,229,NA,2015,2015
2015-01-17,652,"North Channel 8.1",1.46,1.37,10.35,222,NA,2015,2015
2015-01-18,654,"North Channel 8.1",1.15,1.21,10.33,219,NA,2015,2015
2015-01-19,655,"North Channel 8.1",1.35,1.18,10.34,226,NA,2015,2015
2015-01-20,656,"North Channel 8.1",1.37,1.23,10.13,219,NA,2015,2015
2015-01-21,657,"North Channel 8.1",1.21,1.24,10.27,224,NA,2015,2015
2015-01-22,661,"North Channel 8.1",1.35,1.33,10.42,230,NA,2015,2015
2015-01-23,664,"North Channel 8.1",1.44,1.32,10.24,225,NA,2015,2015
2015-01-24,665,"North Channel 8.1",1.57,1.42,10.36,225,NA,2015,2015
2015-01-25,668,"North Channel 8.1",1.3,1.31,10.53,224,NA,2015,2015
2015-01-26,669,"North Channel 8.1",1.47,1.25,10.42,219,NA,2015,2015
2015-01-27,670,"North Channel 8.1",1.45,1.39,10.41,222,NA,2015,2015
2015-01-28,671,"North Channel 8.1",0.96,1.32,10.5,220,NA,2015,2015
2015-01-29,672,"North Channel 8.1",0.81,1.13,10.34,214,NA,2015,2015
2015-01-30,680,"North Channel 8.1",1.1,1.29,10.25,220,NA,2015,2015
2015-01-31,681,"North Channel 8.1",1.36,1.31,10.38,218,NA,2015,2015
2015-02-01,682,"North Channel 8.1",0.93,1.13,10.43,218,NA,2015,2015
2015-02-02,683,"North Channel 8.1",0.8,1.3,10.1,220,NA,2015,2015
2015-02-03,684,"North Channel 8.1",0.84,1.48,10.15,220,NA,2015,2015
2015-02-04,688,"North Channel 8.1",0.76,1.17,10.25,220,NA,2015,2015
2015-02-05,689,"North Channel 8.1",1.34,1.26,10.05,215,NA,2015,2015
2015-02-06,690,"North Channel 8.1",1.25,1.24,9.63,225,NA,2015,2015
2015-02-07,691,"North Channel 8.1",2.43,1.26,9.39,235,NA,2015,2015
2015-02-08,692,"North Channel 8.1",1.12,1.31,9.46,218,NA,2015,2015
2015-02-09,698,"North Channel 8.1",3.31,1.29,10.47,229,NA,2015,2015
2015-02-10,699,"North Channel 8.1",2.06,1.33,9.95,220,NA,2015,2015
2015-02-11,700,"North Channel 8.1",2.44,1.45,9.8,218,NA,2015,2015
2015-02-12,701,"North Channel 8.1",2.34,1.27,9.27,215,NA,2015,2015
2015-02-13,702,"North Channel 8.1",2.08,1.22,9.97,218,NA,2015,2015
2015-02-14,703,"North Channel 8.1",1.77,1.27,9.3,215,NA,2015,2015
2015-02-15,710,"North Channel 8.1",1.31,1.18,9.43,221,NA,2015,2015
2015-02-16,711,"North Channel 8.1",1.59,1.15,9.41,214,NA,2015,2015
2015-02-17,712,"North Channel 8.1",1.43,1.2,9.64,220,NA,2015,2015
2015-02-18,713,"North Channel 8.1",1.24,1.18,8.93,210,NA,2015,2015
2015-02-19,714,"North Channel 8.1",0.93,1.17,9.69,211,NA,2015,2015
2015-02-20,715,"North Channel 8.1",0.98,1.21,8.16,210,NA,2015,2015
2015-02-21,716,"North Channel 8.1",1.56,1.22,9.42,209,NA,2015,2015
2015-02-22,724,"North Channel 8.1",1.27,1.29,8.75,210,NA,2015,2015
2015-02-23,725,"North Channel 8.1",1.56,1.05,10.05,213,NA,2015,2015
2015-02-24,726,"North Channel 8.1",1.62,1.2,9.89,215,NA,2015,2015
2015-02-25,727,"North Channel 8.1",1.6,1.14,9.33,209,NA,2015,2015
2015-02-26,728,"North Channel 8.1",1.2,1.08,8.92,212,NA,2015,2015
2015-02-27,729,"North Channel 8.1",1.3,1.23,9.41,212,NA,2015,2015
2015-02-28,731,"North Channel 8.1",1.22,1.26,9.43,215,NA,2015,2015
2015-03-01,733,"North Channel 8.1",1.62,1.11,9.65,215,NA,2015,2015
2015-03-02,735,"North Channel 8.1",1.3,0.98,9.35,210,NA,2015,2015
2015-03-03,737,"North Channel 8.1",1.63,1.23,8.34,215,NA,2015,2015
2015-03-04,765,"North Channel 8.1",1.66,1.1,8.99,207,NA,2015,2015
2015-03-05,767,"North Channel 8.1",1.44,0.9,9.63,217,NA,2015,2015
2015-03-06,769,"North Channel 8.1",1.46,1.16,9.49,204,NA,2015,2015
2015-03-07,771,"North Channel 8.1",0.81,1.15,9.39,204,NA,2015,2015
2015-03-07,772,"North Channel 8.1",NA,NA,10.25,217,NA,2015,2015
2015-03-08,773,"North Channel 8.1",1.35,1.23,9.11,205,NA,2015,2015
2015-03-09,774,"North Channel 8.1",1.4,1.1,9.14,209,NA,2015,2015
2015-03-10,775,"North Channel 8.1",1.07,1.01,9.16,208,NA,2015,2015
2015-03-11,776,"North Channel 8.1",1.04,1.08,8.86,210,NA,2015,2015
2015-03-12,779,"North Channel 8.1",1.25,1.33,9.3,208,NA,2015,2015
2015-03-13,780,"North Channel 8.1",1.22,1.01,9.75,210,NA,2015,2015
2015-03-14,781,"North Channel 8.1",1.6,1.26,9.58,210,NA,2015,2015
2015-03-15,782,"North Channel 8.1",1.5,1.03,9.37,220,NA,2015,2015
2015-03-16,784,"North Channel 8.1",1.51,1.24,10.16,213,NA,2015,2015
2015-03-16,783,"North Channel 8.1",1.42,1.16,8.98,215,NA,2015,2015
2015-03-17,791,"North Channel 8.1",1.31,1.06,8.89,215,NA,2015,2015
2015-03-17,792,"North Channel 8.1",1.46,1.05,9.93,213,NA,2015,2015
2015-03-18,793,"North Channel 8.1",1.61,1.16,8.79,211,NA,2015,2015
2015-03-18,794,"North Channel 8.1",1.41,1.22,9.73,207,NA,2015,2015
2015-03-19,795,"North Channel 8.1",1.46,1.2,8.65,215,NA,2015,2015
2015-03-19,796,"North Channel 8.1",1.46,1.29,9.53,211,NA,2015,2015
2015-03-20,797,"North Channel 8.1",0.84,1.25,8.4,208,NA,2015,2015
2015-03-22,798,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2015,2015
2015-03-23,799,"North Channel 8.1",1.55,1.21,8.4,212,NA,2015,2015
2015-03-24,821,"North Channel 8.1",0.77,1.18,7.6,207,NA,2015,2015
2015-03-24,820,"North Channel 8.1",1.5,1.17,7.8,210,NA,2015,2015
2015-03-25,822,"North Channel 8.1",1.04,1.05,7.57,200,NA,2015,2015
2015-03-25,823,"North Channel 8.1",1.45,0.88,11.11,200,NA,2015,2015
2015-03-26,824,"North Channel 8.1",1.08,0.88,9.92,200,NA,2015,2015
2015-03-27,825,"North Channel 8.1",1.51,0.83,9.49,205,NA,2015,2015
2015-03-29,827,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2015,2015
2015-03-30,826,"North Channel 8.1",1.04,0.99,9.72,200,NA,2015,2015
2015-03-31,828,"North Channel 8.1",1.05,0.91,9.54,195,NA,2015,2015
2015-03-31,829,"North Channel 8.1",1.26,0.91,11.02,201,NA,2015,2015
2015-04-01,831,"North Channel 8.1",1.62,1.01,11.1,195,NA,2015,2015
2015-04-01,830,"North Channel 8.1",0.98,0.91,9.81,200,NA,2015,2015
2015-04-02,833,"North Channel 8.1",1.27,0.89,11.27,195,NA,2015,2015
2015-04-02,832,"North Channel 8.1",1.33,0.98,10.03,195,NA,2015,2015
2015-04-03,834,"North Channel 8.1",1.06,0.98,10.08,191,NA,2015,2015
2015-04-05,835,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2015,2015
2015-04-06,836,"North Channel 8.1",0.91,0.95,10.29,191,NA,2015,2015
2015-04-06,837,"North Channel 8.1",1.07,0.91,11.17,190,NA,2015,2015
2015-04-07,838,"North Channel 8.1",1.57,1.09,9.93,195,NA,2015,2015
2015-04-07,839,"North Channel 8.1",2.54,1.07,10.45,195,NA,2015,2015
2015-04-08,840,"North Channel 8.1",1.58,0.93,9.98,200,NA,2015,2015
2015-04-08,841,"North Channel 8.1",1.83,0.94,10.88,187,NA,2015,2015
2015-04-09,843,"North Channel 8.1",1.32,0.94,11.18,200,NA,2015,2015
2015-04-09,842,"North Channel 8.1",1.06,0.93,9.81,191,NA,2015,2015
2015-04-10,844,"North Channel 8.1",0.81,0.95,9.63,198,NA,2015,2015
2015-04-12,845,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2015,2015
2015-04-13,846,"North Channel 8.1",1.49,0.93,9.21,200,NA,2015,2015
2015-04-14,847,"North Channel 8.1",0.99,1,9.5,195,NA,2015,2015
2015-04-14,871,"North Channel 8.1",0.91,0.96,10.95,190,NA,2015,2015
2015-04-15,872,"North Channel 8.1",1.31,0.9,9.49,195,NA,2015,2015
2015-04-15,873,"North Channel 8.1",1.37,1,10.24,199,NA,2015,2015
2015-04-16,875,"North Channel 8.1",1.2,0.97,10.56,198,NA,2015,2015
2015-04-16,874,"North Channel 8.1",1.33,0.89,9.34,195,NA,2015,2015
2015-04-17,876,"North Channel 8.1",1.02,0.95,9.08,197,NA,2015,2015
2015-04-19,878,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2015,2015
2015-04-20,877,"North Channel 8.1",0.92,0.96,8.91,205,NA,2015,2015
2015-04-20,879,"North Channel 8.1",1.18,0.93,9.86,198,NA,2015,2015
2015-04-21,880,"North Channel 8.1",1.43,0.95,8.92,205,NA,2015,2015
2015-04-21,881,"North Channel 8.1",0.99,0.98,10.11,203,NA,2015,2015
2015-04-22,882,"North Channel 8.1",0.89,0.91,8.87,208,NA,2015,2015
2015-04-22,883,"North Channel 8.1",1.08,1.97,10.56,204,NA,2015,2015
2015-04-23,884,"North Channel 8.1",0.98,1.01,8.96,201,NA,2015,2015
2015-04-23,885,"North Channel 8.1",1.08,0.93,10.15,202,NA,2015,2015
2015-04-24,886,"North Channel 8.1",0.86,1.02,8.78,205,NA,2015,2015
2015-04-26,887,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2015,2015
2015-04-27,888,"North Channel 8.1",1.42,1,9.12,204,NA,2015,2015
2015-04-27,889,"North Channel 8.1",1.23,0.94,10.6,200,NA,2015,2015
2015-04-28,890,"North Channel 8.1",0.89,0.93,8.43,204,NA,2015,2015
2015-04-28,891,"North Channel 8.1",0.96,1.03,10.16,206,NA,2015,2015
2015-04-29,909,"North Channel 8.1",1.52,1.28,10.06,221,NA,2015,2015
2015-04-29,892,"North Channel 8.1",1.14,1.03,8.51,210,NA,2015,2015
2015-04-30,911,"North Channel 8.1",1.82,1.18,10.45,227,NA,2015,2015
2015-04-30,910,"North Channel 8.1",1.67,1.12,8.52,225,NA,2015,2015
2015-05-01,912,"North Channel 8.1",1.51,1.13,8.71,224,NA,2015,2015
2015-05-03,913,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2015,2015
2015-05-04,914,"North Channel 8.1",1.53,1.35,8.65,225,NA,2015,2015
2015-05-05,916,"North Channel 8.1",0.92,1.24,10.59,203,NA,2015,2015
2015-05-05,915,"North Channel 8.1",1.31,1.06,8.85,220,NA,2015,2015
2015-05-06,918,"North Channel 8.1",1.57,1.26,10.58,245,NA,2015,2015
2015-05-06,917,"North Channel 8.1",1.8,1.31,8.74,240,NA,2015,2015
2015-05-07,919,"North Channel 8.1",1.47,1.39,8.34,245,NA,2015,2015
2015-05-07,920,"North Channel 8.1",1.9,1.24,10.16,245,NA,2015,2015
2015-05-08,921,"North Channel 8.1",2.39,1.24,8.69,241,NA,2015,2015
2015-05-10,922,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2015,2015
2015-05-11,923,"North Channel 8.1",1.34,1.24,8.54,245,NA,2015,2015
2015-05-11,939,"North Channel 8.1",1.28,1.38,10.65,283,NA,2015,2015
2015-05-12,940,"North Channel 8.1",1,1.34,NA,245,NA,2015,2015
2015-05-12,941,"North Channel 8.1",1.2,1.39,10.8,248,NA,2015,2015
2015-05-13,947,"North Channel 8.1",1.07,1.36,10.21,245,NA,2015,2015
2015-05-13,942,"North Channel 8.1",1.26,1.39,8.78,234,NA,2015,2015
2015-05-14,948,"North Channel 8.1",1.08,1.34,8.91,237,NA,2015,2015
2015-05-14,949,"North Channel 8.1",0.82,1.35,10.82,247,NA,2015,2015
2015-05-15,950,"North Channel 8.1",0.98,1.37,8.77,240,NA,2015,2015
2015-05-17,951,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2015,2015
2015-05-18,952,"North Channel 8.1",1.49,1.26,9.18,240,NA,2015,2015
2015-05-19,959,"North Channel 8.1",1.22,1.29,8.86,240,NA,2015,2015
2015-05-19,960,"North Channel 8.1",1.09,1.29,10.84,242,NA,2015,2015
2015-05-20,962,"North Channel 8.1",1.18,1.44,10.71,249,NA,2015,2015
2015-05-20,961,"North Channel 8.1",1.7,1.31,8.72,245,NA,2015,2015
2015-05-21,964,"North Channel 8.1",1.26,1.38,10.59,250,NA,2015,2015
2015-05-21,963,"North Channel 8.1",1.14,1.28,8.42,250,NA,2015,2015
2015-05-22,965,"North Channel 8.1",1.22,1.28,8.4,254,NA,2015,2015
2015-05-25,966,"North Channel 8.1",NA,NA,NA,NA,"Environmental data not recorded.",2015,2015
2015-05-26,977,"North Channel 8.1",1.14,1.27,10.5,225,NA,2015,2015
2015-05-26,967,"North Channel 8.1",1.05,1.38,8.65,245,NA,2015,2015
2015-05-27,978,"North Channel 8.1",1.56,1.32,8.58,245,NA,2015,2015
2015-05-27,979,"North Channel 8.1",1.48,1.29,10.6,250,NA,2015,2015
2015-05-28,980,"North Channel 8.1",1.37,1.32,8.49,245,NA,2015,2015
2015-05-28,981,"North Channel 8.1",1.12,1.28,10.46,225,NA,2015,2015
2015-05-29,982,"North Channel 8.1",1.61,1.13,9.76,260,NA,2015,2015
