Date,trapVisitID,subSiteName,turbidity,waterVel,dissolvedOxygen,waterDepth,Environmental.comments
2017-05-30,8542,ST004L1,3.53,1.0,9.89,,Water depth not recorded: too deep ( >300 cm). 
2017-05-31,8543,ST004L1,3.24,0.9,8.81,,Water depth not recorded: too deep ( >300 cm). 
2017-06-01,8544,ST004L1,2.89,1.0,9.97,,Water depth not recorded: too deep ( >300 cm). 
2017-06-02,8545,ST004L1,2.51,1.0,9.89,,Water depth not recorded: too deep ( >300 cm). 
2017-06-03,8546,ST004L1,3.18,0.9,9.89,,Water depth not recorded: too deep ( >300 cm). 
2017-06-05,8547,ST004L1,,0.9,9.77,,Water depth not recorded: too deep ( >300 cm). 
2017-06-06,8548,ST004L1,3.34,0.9,9.85,,Water depth not recorded: too deep ( >300 cm). 
2017-06-07,8549,ST004L1,2.26,0.5,9.96,,Water depth not recorded: too deep ( >300 cm). 
2017-06-08,8550,ST004L1,3.37,0.6,10.05,,Water depth not recorded: too deep ( >300 cm). 
2017-06-09,8551,ST004L1,3.99,0.8,10.04,,Water depth not recorded: too deep ( >300 cm). 
2017-06-10,8552,ST004L1,3.84,0.6,10.03,,Water depth not recorded: too deep ( >300 cm). 
2017-06-12,8553,ST004L1,,0.9,10.26,,Water depth not recorded: too deep ( >300 cm). 
2017-06-13,8554,ST004L1,2.76,0.8,10.10,,Water depth not recorded: too deep ( >300 cm). 
2017-06-14,8555,ST004L1,,0.8,10.02,,Water depth not recorded: too deep ( >300 cm). Turbidity not recorded: water sample not taken. 
2017-06-15,8556,ST004L1,4.24,0.8,10.90,,Water depth not recorded: too deep ( >300 cm). 
2017-06-16,8557,ST004L1,3.47,0.8,10.08,,Water depth not recorded: too deep ( >300 cm). 
2017-06-17,8558,ST004L1,3.16,0.9,8.48,,Water depth not recorded: too deep ( >300 cm). 
2017-06-19,8559,ST004L1,,,9.07,,Water depth not recorded. Water velocity not recorded. 
2017-06-20,8560,ST004L1,3.71,0.8,9.93,,Water depth not recorded: too deep ( >300 cm). 
2017-06-21,8561,ST004L1,3.66,0.7,10.00,,Water depth not recorded: too deep ( >300 cm). 
2017-06-22,8562,ST004L1,3.52,0.8,9.94,,Water depth not recorded: too deep ( >300 cm). 
2017-06-23,8563,ST004L1,4.02,0.8,9.92,,Water depth not recorded: too deep ( >300 cm). 
2018-01-11,8565,ST004L1,,0.7,10.05,210,
2018-01-12,8566,ST004L1,5.21,0.6,10.47,213,
2018-01-13,8571,ST004L1,2.81,0.6,9.98,216,
2018-01-14,8572,ST004L1,3.42,0.6,9.92,205,
2018-01-15,8573,ST004L1,1.48,0.5,10.21,228,
2018-01-16,8575,ST004L1,3.76,0.7,8.96,235,
2018-01-17,8577,ST004L1,1.80,0.7,9.05,227,
2018-01-18,8583,ST004L1,2.72,0.7,,206,D. O. Not recorded
2018-01-19,8584,ST004L1,3.18,0.6,8.40,211,
2018-01-20,8585,ST004L1,5.89,0.7,10.14,204,
2018-01-21,8586,ST004L1,1.86,0.6,10.54,220,
2018-01-22,8587,ST004L1,2.37,0.6,10.86,224,
2018-01-23,8595,ST004L1,1.87,0.6,9.47,205,
2018-01-24,8596,ST004L1,2.86,0.7,12.01,215,
2018-01-25,8597,ST004L1,2.43,0.7,11.94,224,
2018-01-26,8598,ST004L1,3.09,0.5,10.93,161,
2018-01-27,8599,ST004L1,3.22,0.6,11.69,150,
2018-01-28,8600,ST004L1,3.02,0.5,11.75,170,
2018-01-29,8601,ST004L1,2.55,0.5,11.80,145,
2018-01-30,8604,ST004L1,3.02,0.5,11.85,152,
2018-01-31,8605,ST004L1,3.41,0.5,10.97,137,
2018-02-01,8608,ST004L1,3.10,0.5,11.66,150,
2018-02-02,8609,ST004L1,2.00,0.5,11.80,126,
2018-02-03,8613,ST004L1,1.82,0.7,10.89,137,
2018-02-04,8614,ST004L1,3.31,0.6,11.59,148,
2018-02-05,8615,ST004L1,2.17,0.5,11.66,149,
2018-02-06,8623,ST004L1,2.89,0.6,11.53,137,
2018-02-07,8624,ST004L1,2.70,0.4,11.89,140,
2018-02-08,8625,ST004L1,2.47,0.4,10.05,133,
2018-02-09,8626,ST004L1,2.62,0.5,11.71,163,
2018-02-10,8627,ST004L1,8.55,0.5,9.15,170,
2018-02-11,8628,ST004L1,8.92,0.6,11.85,205,
2018-02-13,8637,ST004L1,3.07,0.5,12.22,230,
2018-02-14,8638,ST004L1,4.33,0.6,12.75,231,
2018-02-15,8639,ST004L1,2.49,0.5,10.62,252,
2018-02-16,8640,ST004L1,3.26,0.6,12.29,239,
2018-02-17,8641,ST004L1,2.62,0.7,12.30,257,
2018-02-18,8642,ST004L1,3.59,0.6,12.08,270,
2018-02-19,8643,ST004L1,2.71,0.6,12.24,257,
2018-02-20,8645,ST004L1,2.98,0.6,12.44,259,
2018-02-21,8652,ST004L1,3.57,0.5,12.95,280,
2018-02-22,8653,ST004L1,3.88,0.5,12.72,255,
2018-02-23,8654,ST004L1,4.06,0.6,10.05,264,
2018-02-24,8655,ST004L1,4.79,0.6,10.27,,Water depth greater than 300 cm.  Unable to record an accurate measurement.
2018-02-25,8656,ST004L1,5.03,0.6,12.58,,Water depth greater than 300 cm.  Unable to record an accurate measurement.
2018-02-26,8657,ST004L1,3.79,0.8,12.19,,Water depth greater than 300 cm.  Unable to record an accurate measurement.
2018-02-27,8658,ST004L1,2.84,0.5,9.90,,Water depth greater than 300 cm.  Unable to record an accurate measurement.
2018-02-28,8660,ST004L1,4.11,0.2,12.49,,Water depth greater than 300 cm.  Unable to record an accurate measurement.
2018-03-04,8663,ST004L1,,0.5,11.58,179,
2018-03-05,8664,ST004L1,2.94,0.5,11.18,177,
2018-03-06,8666,ST004L1,3.73,0.4,9.69,140,
2018-03-07,8668,ST004L1,4.96,0.3,10.28,125,
2018-03-08,8674,ST004L1,2.45,0.3,10.16,110,
2018-03-09,8675,ST004L1,2.94,0.3,10.03,120,
2018-03-10,8676,ST004L1,3.84,0.4,8.64,132,
2018-03-11,8677,ST004L1,,0.2,10.05,143,
2018-03-12,8678,ST004L1,3.06,0.3,9.92,151,
2018-03-13,8681,ST004L1,2.26,0.3,9.92,142,
2018-03-14,8682,ST004L1,5.77,0.4,9.69,134,
2018-03-15,8688,ST004L1,3.65,0.5,10.45,135,
2018-03-16,8689,ST004L1,4.12,0.3,10.60,130,
2018-03-17,8690,ST004L1,2.88,0.3,8.55,125,
2018-03-18,8691,ST004L1,3.85,0.3,11.32,130,
2018-03-19,8692,ST004L1,4.01,0.3,11.51,120,
2018-03-20,8693,ST004L1,3.42,0.2,8.45,128,
2018-03-21,8696,ST004L1,4.14,0.3,10.65,120,
2018-03-22,8698,ST004L1,9.02,0.4,9.89,129,
2018-03-23,8700,ST004L1,7.03,0.3,10.74,147,
2018-03-24,8705,ST004L1,15.02,0.3,10.00,140,
2018-03-25,8706,ST004L1,8.62,0.3,10.54,121,
2018-03-26,8707,ST004L1,6.11,0.2,10.02,115,
2018-03-27,8708,ST004L1,3.43,0.4,12.06,111,
2018-03-28,8710,ST004L1,4.22,0.3,10.59,115,
2018-03-29,8712,ST004L1,3.30,0.3,10.49,110,
2018-03-30,8717,ST004L1,4.75,0.4,8.45,115,
2018-03-31,8718,ST004L1,3.21,0.3,4.75,115,DO meter not calibrated
2018-04-01,8719,ST004L1,5.11,0.3,4.02,123,DO meter not calibrated
2018-04-02,8720,ST004L1,5.74,0.3,7.83,128,DO meter not calibrated
2018-04-03,8722,ST004L1,7.77,0.5,8.08,231,DO meter not calibrated
2018-04-04,8724,ST004L1,7.98,0.4,7.63,250,DO meter not calibrated
2018-04-05,8726,ST004L1,4.40,0.5,9.17,250,DO meter not calibrated
2018-04-06,8728,ST004L1,6.15,0.7,7.71,260,DO meter not calibrated
2018-04-07,8730,ST004L1,3.20,0.7,9.33,280,DO meter not calibrated
2018-04-08,8735,ST004L1,6.28,0.6,8.05,283,DO meter not calibrated
2018-04-09,8736,ST004L1,5.67,0.6,7.77,278,DO meter not calibrated
2018-04-10,8737,ST004L1,4.16,0.6,6.69,290,DO meter not calibrated
2018-04-11,8738,ST004L1,3.86,0.6,6.03,263,DO meter not calibrated
2018-04-12,8740,ST004L1,4.43,0.6,6.17,248,DO meter not calibrated
2018-04-13,8742,ST004L1,3.28,0.7,6.19,265,DO meter not calibrated
2018-04-14,8747,ST004L1,3.63,0.7,6.19,265,DO meter not calibrated
2018-04-15,8748,ST004L1,4.63,0.6,5.58,277,DO meter not calibrated
2018-04-16,8749,ST004L1,4.58,0.6,5.67,296,DO meter not calibrated
2018-04-17,8750,ST004L1,3.61,0.6,7.35,280,DO meter not calibrated
2018-04-18,8752,ST004L1,4.13,0.7,7.72,263,DO meter not calibrated
2018-04-19,8754,ST004L1,2.50,0.6,7.84,278,DO meter not calibrated
2018-04-20,8756,ST004L1,4.10,0.7,6.68,267,DO meter not calibrated
2018-04-21,8760,ST004L1,3.40,0.5,6.73,266,DO meter not calibrated
2018-04-22,8761,ST004L1,3.13,0.5,6.21,278,DO meter not calibrated
2018-04-23,8762,ST004L1,4.28,0.4,5.16,,"DO meter not calibrated, River too deep to measure (300+mm)"
2018-04-24,8765,ST004L1,3.86,0.5,5.68,295,DO meter not calibrated
2018-04-25,8766,ST004L1,2.49,0.6,3.84,288,DO meter not calibrated
2018-04-26,8768,ST004L1,2.66,0.5,,283,DO meter not calibrated
2018-04-27,8770,ST004L1,3.13,0.6,2.78,292,DO meter not calibrated
2018-04-28,8772,ST004L1,3.51,0.6,,278,DO meter not calibrated
2018-04-29,8773,ST004L1,4.78,0.5,2.31,290,DO meter not calibrated
2018-04-30,8774,ST004L1,4.00,0.5,2.56,260,DO meter not calibrated
2018-05-01,8775,ST004L1,2.90,0.4,,257,DO meter not calibrated
2018-05-02,8781,ST004L1,3.02,0.6,10.77,298,
2018-05-03,8782,ST004L1,2.96,0.6,11.10,262,
2018-05-04,8784,ST004L1,3.84,0.6,8.95,255,
2018-05-05,8786,ST004L1,3.98,0.5,8.61,220,Depth dropped 30cm
2018-05-06,8789,ST004L1,4.27,0.5,7.93,245,
2018-05-07,8790,ST004L1,6.60,0.7,10.69,,Depth was 300+ cm.  
2018-05-08,8792,ST004L1,10.62,0.6,9.82,,River too deep to measure depth. 300+ cm
2018-05-09,8794,ST004L1,3.51,0.6,10.61,,River too deep to measure (300+cm)
2018-05-10,8796,ST004L1,3.23,0.5,10.54,,River too deep to measure. (300+cm)
2018-05-11,8798,ST004L1,5.12,0.8,11.06,,River too deep to measure. (300+cm)
2018-05-12,8800,ST004L1,4.88,0.5,9.45,,River too deep to measure (300cm+)
2018-05-13,8802,ST004L1,4.66,0.4,9.12,,River too deep to measure (300cm+)
2018-05-14,8804,ST004L1,4.74,0.5,10.56,,River too deep to measure (300cm+)
2018-05-15,8806,ST004L1,4.90,0.6,8.85,,River too deep to measure (300cm+)
2018-05-16,8808,ST004L1,4.10,0.5,10.72,,River too deep to measure (300cm+)
2018-05-17,8810,ST004L1,4.11,0.6,10.93,,River too deep to measure (300cm+)
2018-05-18,8813,ST004L1,,0.8,9.20,,"River too deep to measure (300cm+)

Turbidity not recorded"
2018-05-20,8814,ST004L1,,0.8,9.96,,"River too deep to measure (300cm+)

"
2018-05-21,8816,ST004L1,3.50,0.9,10.85,,River too deep to measure (300cm+)
2018-05-22,8817,ST004L1,2.11,0.7,10.90,,River too deep to measure (300cm+)
2018-05-23,8820,ST004L1,3.90,0.6,10.69,,River too deep to measure (300cm+)
2018-05-24,8822,ST004L1,4.28,0.8,10.81,,River too deep to measure (300cm+)
2018-05-25,8824,ST004L1,2.02,0.6,10.86,,River too deep to measure (300cm+)
2019-02-02,8850,ST004L1,,0.6,10.74,120,
2019-02-03,8851,ST004L1,8.42,0.8,10.98,209,
2019-02-04,8852,ST004L1,9.27,,10.94,,Depth and velocity not recorded.
2019-02-05,8853,ST004L1,13.26,0.8,10.93,285,
2019-02-06,8855,ST004L1,12.69,0.6,11.72,283,
2019-02-07,8857,ST004L1,5.64,0.6,11.65,260,
2019-02-08,8859,ST004L1,5.42,0.6,12.40,258,
2019-02-09,8863,ST004L1,5.28,0.5,11.55,242,
2019-02-10,8864,ST004L1,6.09,0.4,11.61,220,
2019-02-11,8865,ST004L1,6.69,0.5,11.53,235,
2019-02-12,8867,ST004L1,7.88,0.6,11.84,255,
2019-02-13,8870,ST004L1,5.05,0.6,11.56,240,
2019-02-14,8871,ST004L1,3.88,0.6,11.20,235,
2019-02-15,8873,ST004L1,6.44,0.6,10.35,255,
2019-02-16,8875,ST004L1,18.70,0.5,11.48,275,
2019-02-17,8877,ST004L1,7.57,0.7,11.54,,River depth too deep to measure (300+ cm)
2019-02-18,8879,ST004L1,7.26,0.5,11.78,,
2019-02-19,8880,ST004L1,6.70,0.6,12.26,,
2019-02-20,8886,ST004L1,,0.6,12.36,288,
2019-02-20,8885,ST004L1,4.19,0.5,11.31,,River too deep to measure depth (300 cm +)
2019-02-21,8887,ST004L1,3.75,1.1,11.58,,
2019-02-22,8892,ST004L1,4.25,0.9,12.18,,
2019-02-23,8893,ST004L1,5.32,0.9,12.61,305,
2019-02-24,8894,ST004L1,4.83,0.6,12.62,294,
2019-02-25,8895,ST004L1,4.04,0.8,12.64,286,
2019-02-26,8898,ST004L1,4.78,1.0,11.63,286,
2019-02-27,8899,ST004L1,5.80,1.1,11.71,268,
2019-02-28,8901,ST004L1,4.17,1.0,12.44,277,
2019-03-01,8904,ST004L1,5.79,0.6,11.85,,River too deep to measure (300 + cm)
2019-03-04,8905,ST004L1,,0.8,11.30,,River too deep to measure (300 + cm)
2019-03-05,8907,ST004L1,5.21,1.0,11.33,,River too deep to measure (300 + cm)
2019-03-06,8909,ST004L1,6.71,0.9,11.43,,River too deep to measure (300 + cm)
2019-03-07,8912,ST004L1,7.96,0.8,11.06,,River too deep to measure (300 + cm)
2019-03-08,8913,ST004L1,6.99,0.9,10.89,,River too deep to measure (300 + cm)
2019-03-09,8914,ST004L1,6.10,0.6,11.00,,River too deep to measure (300 + cm)
2019-03-10,8918,ST004L1,6.22,0.7,11.03,,River too deep to measure (300 + cm)
2019-03-11,8919,ST004L1,5.66,0.8,12.06,,River too deep to measure (300 + cm)
2019-03-12,8921,ST004L1,5.02,0.9,11.14,,River too deep to measure (300 + cm)
2019-03-13,8922,ST004L1,6.05,0.6,11.27,,River too deep to measure (300 + cm)
2019-03-14,8925,ST004L1,6.31,0.8,11.46,,River too deep to measure (300 + cm)
2019-03-15,8927,ST004L1,4.68,0.8,12.06,,River too deep to measure (300 + cm)
2019-03-16,8931,ST004L1,4.70,0.8,11.53,,River too deep to measure (300 + cm)
2019-03-17,8932,ST004L1,4.43,0.8,11.73,,River too deep to measure (300 + cm)
2019-03-18,8933,ST004L1,4.35,1.0,12.88,,River too deep to measure (300 + cm)
2019-03-19,8935,ST004L1,4.24,0.6,11.72,,River too deep to measure (300 + cm)
2019-03-20,8937,ST004L1,4.03,0.8,11.70,,River too deep to measure (300 + cm)
2019-03-21,8939,ST004L1,3.64,0.8,12.15,,River too deep to measure (300 + cm)
2019-03-22,8941,ST004L1,5.15,0.8,11.05,,River too deep to measure (300 + cm)
2019-03-23,8946,ST004L1,3.80,0.8,11.46,,River too deep to measure (300 + cm)
2019-03-24,8947,ST004L1,9.61,0.8,11.88,,River too deep to measure (300 + cm)
2019-03-25,8948,ST004L1,5.34,0.9,11.98,,River too deep to measure (300 + cm)
2019-03-26,8949,ST004L1,4.64,1.0,12.38,,River too deep to measure (300 + cm)
2019-03-27,8951,ST004L1,4.25,1.0,11.23,,River too deep to measure (300 + cm)
2019-03-28,8953,ST004L1,,,12.22,,"Depth, velocity and turbidity not recorded."
2019-03-29,8954,ST004L1,5.16,0.6,11.67,,River too deep to measure (300 + cm)
2019-03-30,8957,ST004L1,3.36,0.9,9.79,,River too deep to measure (300 + cm)
2019-03-31,8960,ST004L1,3.78,0.6,12.34,,River too deep to measure (300 + cm)
2019-04-01,8961,ST004L1,4.08,1.0,12.18,,"River too deep to measure (300 + cm)

D.O. meter missing film- possibly inaccurate readings."
2019-04-02,8963,ST004L1,3.85,0.8,13.53,,River too deep to measure (300 + cm)
2019-04-03,8965,ST004L1,3.97,1.0,12.77,,River too deep to measure (300 + cm)
2019-04-04,8967,ST004L1,2.79,0.8,12.72,,River too deep to measure (300 + cm)
2019-04-05,8969,ST004L1,3.69,0.8,13.40,,River too deep to measure (300 + cm)
2019-04-06,8973,ST004L1,4.46,1.0,13.51,,River too deep to measure (300 + cm)
2019-04-07,8974,ST004L1,2.81,1.1,13.22,,River too deep to measure (300 + cm)
2019-04-08,8975,ST004L1,4.10,1.0,13.50,,River too deep to measure (300 + cm)
2019-04-09,8979,ST004L1,4.84,0.8,12.75,,River too deep to measure (300 + cm)
2019-04-10,8980,ST004L1,4.16,1.0,12.92,,River too deep to measure (300 + cm)
2019-04-11,8981,ST004L1,3.71,0.8,12.20,,River too deep to measure (300 + cm)
2019-04-12,8986,ST004L1,3.14,0.7,12.95,,River too deep to measure (300 + cm)
2019-04-13,8987,ST004L1,2.89,0.6,12.27,,River too deep to measure (300 + cm)
2019-04-14,8988,ST004L1,3.62,0.8,12.75,,River too deep to measure (300 + cm)
2019-04-15,8989,ST004L1,3.28,0.9,13.10,,River too deep to measure (300 + cm)
2019-04-16,8992,ST004L1,3.59,1.0,12.61,,River too deep to measure (300 + cm)
2019-04-17,8993,ST004L1,3.01,1.0,13.06,,River too deep to measure (300 + cm)
2019-04-18,8995,ST004L1,4.05,0.8,13.24,,River too deep to measure (300 + cm)
2019-04-19,9000,ST004L1,2.86,0.9,12.20,,River too deep to measure (300 + cm)
2019-04-20,9001,ST004L1,2.58,0.8,12.65,,River too deep to measure (300 + cm)
2019-04-21,9002,ST004L1,2.94,0.9,12.48,,River too deep to measure (300 + cm)
2019-04-22,9003,ST004L1,4.07,0.8,12.26,,River too deep to measure (300 + cm)
2019-04-23,9006,ST004L1,3.72,0.8,12.52,,River too deep to measure (300 + cm)
2019-04-24,9007,ST004L1,3.09,0.8,11.26,,River too deep to measure (300 + cm)
2019-04-25,9009,ST004L1,1.97,0.7,11.22,,River too deep to measure (300 + cm)
2019-04-26,9011,ST004L1,3.59,0.8,12.35,,River too deep to measure (300 + cm)
2019-04-29,9013,ST004L1,,0.8,10.65,,River too deep to measure (300 + cm)
